text,severity,risk_type,industry,source,is_augmented,split
"The worker Yaranga as working with barretilla in Stop 996, Level 3300. While unloading metal mesh, the on basket of an ampoloader with his operator Juan barretilla is embedded on safety boot, reacting the worker removing the limb with force and managing to release the foot, but producing a wound on the right foot.",Moderate,Others,Mining,IHM_Stefanini,True,train
"When performing the Doosan RB-10 equipment hammer repair, the worker tries to remove the suspenders with the support of a 25-pound rope; At the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. The collaborator did not notice",Moderate,Others,Mining,IHM_Stefanini,True,train
"owing to the overheating of 2 bars in row 5 of cell 7 a spark is produced, which is projected and manages to reach the Chief of guard who was in the corridor, producing a first degree burn in the neck.",Minor,Others,Metals,IHM_Stefanini,True,train
Six workers hospitalized and one killed when sand hopper caught fire.,Fatal,Unspecified,Unspecified,OSHA,False,train
"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",Minor,Venomous Animals,Others,IHM_Stefanini,False,train
"At a time when two assistants were carrying a bag of cement weighing 42.5 kg to the lamp the of loader - suspended about 10 cm from the floor, the left foot of one of the assistants slid and hit the edge of the baton.",Minor,Others,Mining,IHM_Stefanini,True,train
"During the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. When the fan is turned on because of pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury.",Minor,Others,Mining,IHM_Stefanini,True,train
Worker was crushed by a roller that tipped over.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When an worker of MILPO Lima visited the facilities, when he was at level 2900, waiting for the personnel cage to go up to level 4070, drops of water fall from the ceiling from a height of 2.20 meters about, product of a slight filtration in the crown (sustained with shotcrete), a drop enters the right eye causing discomfort in the right eye. According to the employee, at the time of the accident the lenses had been removed to clean them, this happened after the visit to the interior of the mine.",Minor,Others,Others,IHM_Stefanini,True,train
Worker fatally crushed by backhoe in excavation.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker replacing pipe and sprinkler head killed in fall.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. roughly, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes because of a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant the and operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm by left the loader tire that was traveling along the road and passed the CEP-403 on the right.",Minor,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
"At level 3490 gallery 447, following performing the manual unlocking on load, the worker prepares to cut the sacrificial mesh that was exposed after the previous turn shot, placing himself under it with a 12-inch shear, when cutting the fifth suddenly strained wire the of mesh returns to his face casionándole the injury described. During the activity the worker used his safety glasses.",Minor,Others,Mining,IHM_Stefanini,True,train
Worker died when banding machine activated during maintenance.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker in vehicle was struck by truck on public highway.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker died in grave collapse.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker fatally shot by armed robber.,Fatal,Unspecified,Unspecified,OSHA,False,train
"On leaving the Company the staff member stumbled onto the exit ladder of the building and fell 3 steps, causing twisting the of ankle and grating on the cinnamon",Minor,Others,Others,IHM_Stefanini,True,train
Maintenance worker was fatally injured when the riding lawn mower he was using exploded.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker died of anaphylactic shock caused by insect stings.,Fatal,Unspecified,Unspecified,OSHA,False,train
"At about 04:50 p.m., when the mechanic technician José of the Tecnomin verified the transmission belts of the HM-100 pump at the Acid plant, he proceeded to turn the pulley manually; unexpectedly at that instant the electrician foreman Miguel of the EKA Mining grabs the transmission belts to verify their tension, at which point the finger traps.",Minor,Pressed,Mining,IHM_Stefanini,True,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. roughly, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes due to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
Worker drowned in ocean near beach.,Fatal,Unspecified,Unspecified,OSHA,False,train
Farm worker died from head injuries when his ATV hit a tomato trailer.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker electrocuted by overhead power lines while tree trimming.,Fatal,Unspecified,Unspecified,OSHA,False,train
"At roughly 04:50 p.m., when the mechanic technician José of the Tecnomin verified the transmission belts of the HM-100 pump at the Acid plant, he started to turn the pulley manually; unexpectedly at that instant the electrician foreman Miguel of the EKA Mining grabs the transmission belts to verify their tension, at which point the finger traps.",Minor,Pressed,Mining,IHM_Stefanini,True,train
Worker fatally crushed between rotating brushes and machine.,Fatal,Unspecified,Unspecified,OSHA,False,train
"during which preparing the rice for the lunch of the day, when moving the pot # 60 - 35 Kg of weight including the contents - to evacuate the residual water of the cooking of the rice, when positioning the pot on a jaba it tilts backwards spilling some 200 ml of hot water on the cook's leg. The cook at once after the event applies first aid, pouring cold water on the area of ​​the injury and go to the medical post for evaluation.",Minor,Others,Mining,IHM_Stefanini,True,train
"Geologist and auxiliary Ademir traveled to the field to evaluate geological points following the GPS near some drainage. Following the state highway that gives access to Aripuanã area, stopped and got out of the vehicle to see the point identified in the GPS, Mário, when distancing himself about five meters from the vehicle following the road, was surprised by two bites of thorns on his face. Quickly he hurried to back the vehicle, moving away from the place. The clerk was wearing a girdle and goggles, he still was not wearing gloves, as he would not enter the forest area. There was no allergic reaction.",Minor,Bees,Others,IHM_Stefanini,True,train
Three workers electrocuted when scaffold contacted power line.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker caught and killed by spinning steel rebar.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker struck and killed by refuse truck.,Fatal,Unspecified,Unspecified,OSHA,False,train
"While preparing to mount polypropylene tubing, the worker pulled the pickup from the truck and positioned it in place, pressing the finger between the tube and the concrete wall.",Minor,Pressed,Metals,IHM_Stefanini,True,train
Solar farm worker died after developing a respiratory ailment (Desert Fever) while working in the field.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look the for driver at the top of Cro 861 South, where he can not find it; he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center.",Serious,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
"In section 75 in row 12 Cell 36, the worker performs anode lifting to correct short circuit, using the auxiliary hoist and nylon sling, at which time the sling is released from the anode and hits the back of the right hand causing it the injury. Worker is seen in the Medical and transferred to a clinic for external evaluation.",Serious,Suspended Loads,Metals,IHM_Stefanini,False,train
Worker electrocuted when truck contacted power line.,Fatal,Unspecified,Unspecified,OSHA,False,train
Traffic control worker struck by drunk driver while working traffic patrol on the highway.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Upon entering the mine interior; the bodeguero is located only in the litorina N ° 13, last of the convoy; during its displacement, the litorina derails and advances about 15 meters; it is when the operator observes this event and before entering through the entrance gate paralyzes the displacement of the convoy. The winemaker had his full EPPs on.",Minor,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
"In the activity of placing boards on racks for the exchange of fabrics of the filters, one of the plates was inclined, trying to put the plate the in correct position, the plate arm pressed the back of the right hand against the structure of the easel",Serious,Pressed,Metals,IHM_Stefanini,True,train
Worker banding together logs was struck and killed by a falling log.,Fatal,Unspecified,Unspecified,OSHA,False,train
"The lubricating technician Alfredo made the oil filling to the reducer D-100, in which, he notices an oil leak (tearing) between the connection of the hose and the reducer, correcting the leak. Once the work is finished, he goes to the lubricants workshop where he removes the gloves and observes that both hands are affected by contact with the hot surface and goes the to medical center where he was treated.",Minor,Others,Metals,IHM_Stefanini,True,train
"In circumstances, the drilling assistants started to assemble the inner tube to the barel; the injured person retracts the inner tube (head) to throw it manually towards the top of the catheter (inclination - 3 °) to continue with the perforation, in that moment the glove of the left hand is hooked in the speart point pushing his left hand until the edge of the box of the barel, originating the injury. At the time of the accident the injured worker used his rubber gloves and the work area was well lit.",Moderate,Others,Mining,IHM_Stefanini,True,train
"In circumstances that the mechanical technician and his work colleague arranged to accommodate the spare (Rollover) of the Small 02 on the platform of the cart on the floor, the two squat collaborators decide to push one on each side, at which time one edge of the Rollover imprisons the third finger of left hand against the handle of the cart on the right side, causing the wound on the third finger left hand. At the time of the accident both staff members used their respective gloves.",Minor,Others,Mining,IHM_Stefanini,True,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. about, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes because of a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the side left moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help right away. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"During maintenance of the Flyght pump rotor, the oil pressure the of the lubrication chamber led to the chamber cover to be projected towards the employee's face, striking him superficially on the forehead, causing injury.",Minor,Others,Mining,IHM_Stefanini,True,train
"In circumstances that two workers of the Abratech company were doing putty work inside the conditioning tank (5 meters deep and covered by platforms) of metal gratings - grating- in the upper part), two other workers of the HyT company carried out maneuvers transfer of a pump with the help of a manual tick - which worked hooked to a beam H, dragging the pump on the metal gratings (grating), suddenly the pump is hooked with a metal grate (grating) and when trying to release it, the metal grid (grating - 13.0 Kg. (60 cm x 92 cm)) falls inside the tank, hits a diagonal channel inside the tank and then impacts the right arm of one of the workers and rubs the helmet of the second worker that he was crouching. The area where the bomb was being moved was marked with tape and did not have a lookout.",Minor,Others,Mining,IHM_Stefanini,True,train
"When observing the pulp overflow of the overflow reception drawer of the thickener, the filter operator approaches to verify the operation of the C7-26 pump, making sure that it was stopped. So press the keypad to start pump the and not getting the start, proceeds to remove the guard and manipulates the motor - pump transmission strips, being left hand imprisoned between the pulley of motor and transmission belt",Serious,Others,Mining,IHM_Stefanini,True,train
Employee died after falling 22 feet from roof while installing timbers for a barn under construction.,Fatal,Unspecified,Unspecified,OSHA,False,train
"In Circumstances that the staff was performing the rhyming of caving HW, the 1.5 m HW pipe was suspended roughly 5 cm from the floor, the assistant placed the stilson key No. 36 on the HW pipe to fit the pipe at a height of 10 cm from the base of the rod holder, which the operator operates the chuck to slide this back, causing the pipe to slide causing tip the of the fourth finger of the assistant's right hand to be caught between the stilson key and the base of the rod holder. At the time of the event the collaborator used all his Epps.",Moderate,Manual Tools,Mining,IHM_Stefanini,True,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes owing to a leak of water in the roof box that did not allow the adhesion the of shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help right away. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"ACTIVITY: maintenance on scaller 07 - breaker arm extension cylinder LOCAL: underground mine (level 316) During the removal of the cylinder from the scaller arm, when releasing the fixing pin the cylinder ""came down"" and bumped into the tool used to press his hand between the tool and the structure the of equipment.",Minor,Cut,Mining,IHM_Stefanini,True,train
"At a time when a worker and another partner were preparing to move an oil cylinder (55 gallons) on a mobile platform mounted on rails (platform weighing about 200 kg) it is derailed (leaves the rail). In order to place the platform on the rail, both employees lift the platform and in those instants the right hand of one of them is trapped between the rail and the platform structure where it was held (metallic tube protruding from the platform). This accident resulted in a bruised wound on the index finger of the right hand, there was no fracture. At the time of the accident they both wore leather-type safety gloves.",Moderate,Others,Mining,IHM_Stefanini,True,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. about, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes because of a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help at once. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. approximately, the operator was placed on the side left of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes due to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help at once. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"At end the of the loading of explosives on the work front, the master loader enters to verify the mooring of the blasting accessories, when retiring from the top (1.5 m), he hears the sound of fragments of rock rolling through the support mesh, directs its gaze towards the crown in a vertical form, at which point a small fragment of rock (2x3x2cm; 36gr) passes through the openings of the mesh. sustaining impact on the forehead. At the time of the event the collaborator used his helmet and safety lens and the front was with support to the top and sacrifice mesh. The opening of the support mesh is 3 ""x 3"".",Minor,Others,Mining,IHM_Stefanini,True,train
Worker asphyxiated by lanyard.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes because of a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, during which the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help at once. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"At times that the employees: Technician and Mr. Orlando of Boltec 2 of Cia. wanted to pass the hand stacker by a sardinel, the technician pulled the hydraulic arm, while Mr. was pushing from the nail of the equipment, when reaching the trench the rim is and tied the team turns forward falling on the technician.",Minor,Others,Mining,IHM_Stefanini,True,train
"after discharging sodium hydroxide and disconnecting the hose, the worker placed next to the demineralization suction pump, which was turned off, receiving projection from the pump sensor, causing a 1st degree burn.",Minor,Chemical substances,Metals,IHM_Stefanini,True,train
Worker at an automobile assembly plant was crushed in machine.,Fatal,Unspecified,Unspecified,OSHA,False,train
"During routine slimming activity of the kiln 8 of the battery 1. The worker began to remove the waste inside the crucible with the aid of a skimmer, felt pain in the left shoulder.",Moderate,Others,Metals,IHM_Stefanini,True,train
"Collaborator around 9:00 AM, cleaning the leaves of the return well of the 5021 borehole BRAPDD 0183 slipped on the canvas that was on the edge of the well, hitting the right side of the back against the metal structure of the mud-swathed box causing a slight excoriation. The worker was referred to the local hospital, medicated and released for the activities.",Minor,Fall,Others,IHM_Stefanini,True,train
"Worker died from head injuries when landscaping equipment struck him, causing him to fall.",Fatal,Unspecified,Unspecified,OSHA,False,train
"During the plant stop scheduled for maintenance, almost at the end of the change of the ""T"" fitting of the HDP pipe with a diameter of 14 "", the Resident enters the work zone from the bottom to supervise the work, in that At the moment four personnel - anchored with harness - that were in the upper part manipulating the accessory ""T"" to tie the flanges of the HDP pipe and PVC of 14 ""diameter, suddenly the PVC pipe comes out of its support (pipe with fine material of tailings (Weight 700kg.)) and falls from a height of 2 meters to the floor, bounces and imprisons the resident engineer. the Only injured worker was in the lower part or line of fire.",Moderate,Others,Mining,IHM_Stefanini,True,train
"In general store, as two store attendants removed the compartment a rubber mesh for material classification - 1.8 m.x1.2 m.x0.02 m .; 60 kg of weight - when lifted approx. 40 cm to position it against the of edge another mesh placed on the floor on a litter, this slightly imprisons the index finger of the right hand of one of the assistants causing a minor cutting wound. At the time of the accident the injured worker used leather gloves.",Minor,Others,Mining,IHM_Stefanini,True,train
"In phase I, the operator carried out the removal of inchancanbles of the reciprocating feeder, while removing a split set with the support of a rope, the staff supports the left hand on the structure of the protection against falling, it is at this moment that another split set comes out together the with load and hits on the distal phalanx of the fifth finger of the left hand, generating the described injury.",Moderate,Others,Mining,IHM_Stefanini,True,train
Worker was killed after being caught between a rope and a five-inch rubber hose.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When conducting inspection to evaluate activity to be carried out in the pump house of the Ustulation steam station, it was hit by sulfuric acid spills from a line located above the pump house of the thermal recovery boiler.",Minor,Chemical substances,Metals,IHM_Stefanini,False,train
"Being 11:30 am. roughly, in the Nv. 1940, CX-791. Mr. Francisco - Operator of the Scoop 18, observes a polyethylene pipe thrown on the road, proceeding to lower his equipment and when was found by lifting the pipe to the hook of the right gable, a piece of rock that was suspended in the lectro-welded mesh, impacting on the operator's right eyebrow, causing the injury.",Minor,Others,Mining,IHM_Stefanini,True,train
"On the surface, in the dining room of staff members of the unit, while the collaborator performed the chicken habilitation for lunch using a kitchen knife, it comes into contact with the distal part of the second finger of the left hand causing the injury described . During the accident the employee did not use his specific height gloves this for type of work.",Minor,Others,Mining,IHM_Stefanini,True,train
"the When scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the foremany of the shift, control center and emergency center.",Serious,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
Worker died when truck rolled over.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker taking measurements while walking backwards on a roof died after he fell 30 feet without fall protection.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When an employee of MILPO Lima visited the facilities, when he was at level 2900, waiting for the personnel cage to go up to level 4070, drops of water fall from the ceiling from a height of 2.20 meters roughly, product of a slight filtration in the crown (sustained with shotcrete), a drop enters the right eye causing discomfort in the right eye. According to the employee, at the time of the accident the lenses had been removed to clean them, this happened following the visit to the interior of the mine.",Minor,Others,Others,IHM_Stefanini,True,train
"During maintenance of the Flyght pump rotor, the oil pressure of the the lubrication chamber caused the chamber cover to be projected towards the worker's face, striking him superficially on the forehead, causing injury.",Minor,Others,Mining,IHM_Stefanini,True,train
"The worker reports that after carrying out activity in the area of ​​the Expedition was to remove the overalls and had contact with material that contaminated the sleeve, which caused 1st degree burn in the right forearm.",Minor,Chemical substances,Metals,IHM_Stefanini,True,train
"During execution of drilling on the target - Bolt BRJCLDD0006, made by the company SERVITECFORACO - probe 25, at 09:45 on July 9, 2016, the official Josimar da Silva, in the moment of the maneuver fish to material, when removing the feeder of water, during movement of the winch realized that the safety chain was loose and could curl in the rod. In performing the chain removal movement, he placed his left hand between the hose and the cap of the hydraulic plate. With the unlocking of the inner tube there was an abrupt movement of the chain, pushing his hand towards the hydraulic plate, causing an injury to the ring finger of this hand. The lesion led to a cut in the 4th Quirodactyl, with a need for suture of 3 points to close the cut.",Moderate,Others,Others,IHM_Stefanini,True,train
"In phase I, the operator carried out the removal of inchancanbles of the reciprocating feeder, during which removing a split with set the support of a rope, the staff supports the left hand on the structure of the protection against falling, it is at this moment that another split set comes out together with the load and hits on the distal phalanx of the fifth finger of the left hand, generating the described injury.",Moderate,Others,Mining,IHM_Stefanini,True,train
"During maintenance of the Flyght pump rotor, the oil pressure of the the lubrication chamber led to the chamber cover to be projected towards the worker's face, striking him superficially on the forehead, causing injury.",Minor,Others,Mining,IHM_Stefanini,True,train
Worker performing demolition operations killed in fall.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker fell from a ladder while painting a house.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Approx. 10:00 pm. Mr. Victor at the he time made a visual inspection of scaffolding, suffered a slight blow to the level of the right ear with the metallic extension of the chute of the conveyor chain.",Minor,Projection,Metals,IHM_Stefanini,True,train
"At a time when a worker and another partner were preparing to move an oil cylinder (55 gallons) on a mobile platform mounted on rails (platform weighing 200 kg) it is derailed (leaves the rail). to place the platform on the rail, both workers lift the platform and in those instants the right hand of one of them is trapped between the rail and the platform structure where it was held (metallic tube protruding from the platform). This accident led to a bruised wound on the index finger of the right hand, there was no fracture. At the time of the accident they both wore leather-type safety gloves.",Moderate,Others,Mining,IHM_Stefanini,True,train
"workers engaged in the removal of material from the excavation of the well 2 of level 265, using shovel and placing it in the bucket. During the day some of this material fell into the pipes of the employees' boots and the friction between the boot and the calf caused a superficial injury to the legs.",Minor,Others,Mining,IHM_Stefanini,True,train
Insurance employee was killed in a motor vehicle crash while traveling on business.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker cleaning out a grain bin was found unresponsive on ground near bin.,Fatal,Unspecified,Unspecified,OSHA,False,train
Construction worker struck and killed by falling wood.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker was killed after falling nearly 20 feet while setting concrete supports on a residential construction site.,Fatal,Unspecified,Unspecified,OSHA,False,train
"At the moment of entering through the mouth of Tunel 3600, the worker moves on the left side of the locomotive LT-18 (locomotive of personnel transfer that was stationed at the entrance of the mouth) without noticing the protruding abutment of said locomotive at the bottom hitting his right knee with the metal stirrup. It should be noted that the operator continued his duties during the watch without reporting what happened. At 2:30 a.m. The extraction supervisor, upon noticing the discomfort of his partner in the knee, at once evacuated him to Natclar following reporting to the control center.",Minor,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
Employee shot and killed by ex-spouse while at work.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When performing the sleeve removal maneuver, when the hole was 600 meters deep, General da Silva pressed only one side of the locking nut of the rods, which together with the jack, holds the entire weight of the rods in the maneuver. As the locking procedure was not effective, the weight of the rods was only secured by the steel wire rope of the probe winch. At the moment that driller Pedro released the brake of the winch, the inefficacy of the locking done only in one side of the chestnut and without aid of the monkey, caused the sliding of the rods. Auxiliary was prepared for manual unlocking of the rods, holding the faucet key firmly against the probe tower as the composition shifted. As the stems slid, his hands were shifted downward, causing his left hand to strike against the base of the probe tower structure, causing cuts to the 4th and 5th Quirodactyl. employee was taken to the hospital where he went through medical care. wound was sutured with 16 stitches. same was removed for 10 days from his activities.",Serious,Poll,Others,IHM_Stefanini,False,train
"In circumstances that the Operator 176 was going from level 620 to level 640, he observed that the hydraulic pump's inspection cover (18 ""x32"" x3 / 8 "", 15 Kg approx.) Was about to fall, so he stopped the equipment, activates the cats and climbs up the upper part of the equipment and in moments that accommodated the cover it slides on its middle finger causing the injury.",Minor,Others,Mining,IHM_Stefanini,True,train
"When moving in the field to make geological mapping, the prospector Marcos who was accompanied by the geologist Manoel stooped to deviate from the vegetation, at that moment, received a whistling sting the in ring finger of his right hand. There was no allergic reaction and activities followed normally after the event.",Minor,Bees,Others,IHM_Stefanini,True,train
"By loosening the A30-29 truck's steering cylinder bolt using power cable and socket, with the force exerted in favor of the equipment, bolt the suddenly retired and the staff member hit his hand against the structure of the equipment, causing injury.",Minor,Others,Mining,IHM_Stefanini,True,train
The collaborator reports that he was working in the Ustulación and realized that the cyclone duct was obstructed and opened the door to try to unclog the same and the material detached and projected towards the staff member causing small burn in the right heel.,Minor,Liquid Metal,Metals,IHM_Stefanini,True,train
Worker suffered fatal injury when slipping on ground.,Fatal,Unspecified,Unspecified,OSHA,False,train
"During field trip, to return to work following lunch, the staff member of the Wellfield company slipped on the loose stones that were in the place. At that moment, the with intention of balancing, he tried hold onto a tree, falling under the right arm causing fracture at the distal end of the radius. The activity was paralyzed and the employee was referred to the Hospital in Paracatu where he underwent medical care.",Serious,Fall,Others,IHM_Stefanini,True,train
Worker died after being struck by equipment.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When performing the sleeve removal maneuver, when the hole was 600 meters deep, General da Silva pressed only one side of the locking nut of the rods, which together with the jack, holds the entire weight of the rods in the maneuver. As the locking procedure was not effective, the weight of the rods was only secured by the steel wire rope of the probe winch. At the moment that driller Pedro released the brake of the winch, the inefficacy of the locking done only in one side of the chestnut and without aid of the monkey, led to the sliding of the rods. Auxiliary was prepared for manual unlocking of the rods, holding the faucet key firmly against the probe tower as the composition shifted. As the stems slid, his hands were shifted downward, causing his left hand to strike against the base of the probe tower structure, causing cuts to the 4th and 5th Quirodactyl. staff member was taken to the hospital where he went through medical care. wound was sutured with 16 stitches. same was removed for 10 days from his activities.",Serious,Poll,Others,IHM_Stefanini,True,train
The worker reports that upon initiating 615 RLC front loading activity as performing the emulsion preparation for use there was a displacement of a small rock fragment from the ceiling reaching his left forearm,Minor,Others,Mining,IHM_Stefanini,True,train
"When an employee of MILPO Lima visited the facilities, when he was at level 2900, waiting for the personnel cage to go up to level 4070, drops of water fall from the ceiling from a height of 2.20 meters about, product of a slight filtration in the crown (suffered with shotcrete), a drop enters the right eye causing discomfort in the right eye. According to the employee, at the time of the accident the lenses had been removed to clean them, this happened following the visit to the interior of the mine.",Minor,Others,Others,IHM_Stefanini,True,train
Worker died after falling from ladder.,Fatal,Unspecified,Unspecified,OSHA,False,train
"At the moment of entering through the mouth of Tunel 3600, the staff member moves on the left side of the locomotive LT-18 (locomotive of personnel transfer that was stationed at the entrance of the mouth) without noticing the protruding abutment of said locomotive at the bottom hitting his right knee with the metal stirrup. It should be noted that the operator continued his duties during the watch without reporting what happened. At 2:30 a.m. The extraction supervisor, upon noticing the discomfort of his partner in the knee, evacuated him to Natclar following reporting to the control center.",Minor,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
Worker killed in helicopter crash.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker cutting trees fatally struck by falling limb.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker fatally struck by passing vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,train
